Date,Altcoin,BIT,Bitcoin Address,Bitcoin Investment,Bitcoin Mining,Bitcoin News,Bitcoin Price,Bitcoin Wallet,Bitcoin,Block,Blockchain,BTC,Crypto,Cryptocurrency,Cryptography,DAPP,DeFi,Digital Currency,Ethereum,Fiat money,Fork,Hash Rate,ICO,P2P,Private Key,Stablecoin,Open,High,Low,Close,Volume
2022-01-25,48.0,61.77,46.900000000000006,25.76,45.44,33.37,29.92,25.16,32.5,31.28,27.59,27.14,57.04,51.3,50.4,56.0,0.0,7.54,53.0,38.7,34.79,66.64,46.17,57.2,64.5,18.46,36654.8046875,37444.5703125,35779.4296875,36954.00390625,26428189594
2022-01-26,32.64,60.03,13.4,39.56,46.08,29.82,27.200000000000003,26.64,28.6,31.74,20.77,23.01,53.36,49.5,54.6,51.0,50.16,5.46,44.0,32.68,33.32,38.080000000000005,41.31,46.64,62.78,18.72,36950.515625,38825.41015625,36374.90625,36852.12109375,31324598034
2022-01-27,25.6,60.03,17.42,60.720000000000006,51.84,26.98,25.840000000000003,28.86,26.0,34.96,25.11,21.83,56.120000000000005,52.2,47.6,58.0,0.0,5.07,45.0,30.53,39.69,13.6,41.31,52.8,52.46,13.78,36841.87890625,37148.32421875,35629.28125,37138.234375,25041426629
2022-01-28,49.92,61.77,19.43,81.88000000000001,52.48,15.62,18.360000000000003,27.38,23.4,32.2,16.74,16.52,46.0,45.0,35.7,67.0,0.0,7.28,40.0,19.35,39.2,34.68,58.32000000000001,41.36,40.42,11.7,37128.4453125,37952.87890625,36211.109375,37784.33203125,22238830523
2022-01-29,36.96,53.6,14.28,0.0,45.5,18.0,9.6,20.7,13.64,29.61,15.68,9.1,29.24,29.11,29.700000000000003,35.52,69.0,4.51,26.6,19.98,34.08,17.94,43.99,42.84,45.0,15.41,37780.71484375,38576.26171875,37406.47265625,38138.1796875,17194183075
2022-01-30,36.3,49.6,36.720000000000006,47.04,37.8,18.0,10.8,10.35,14.08,36.66,19.6,10.85,30.6,29.11,47.52,18.24,40.71,3.63,28.88,14.43,32.64,11.96,54.78,37.8,67.5,14.95,38151.91796875,38266.33984375,37437.7109375,37917.6015625,14643548444
2022-01-31,48.18,64.0,34.0,36.12,37.8,22.0,22.8,32.43,25.96,46.53,21.000000000000004,21.7,63.92,61.06,44.88,65.28,0.0,7.15,72.96000000000001,25.53,38.4,12.42,38.18,70.56,65.7,22.31,37920.28125,38647.26171875,36733.57421875,38483.125,20734730465
2022-02-01,46.86,68.8,13.6,53.76,35.7,26.5,20.4,33.809999999999995,24.64,45.59,26.040000000000003,21.0,53.040000000000006,59.64,52.8,71.03999999999999,0.0,7.04,69.16,22.2,33.12,13.8,53.95,62.16,67.5,11.5,38481.765625,39115.1328125,38113.6640625,38743.2734375,20288500328
2022-02-02,36.3,67.2,21.08,63.84,36.4,24.0,20.8,29.67,25.52,42.77,20.160000000000004,21.35,52.36000000000001,57.51,48.84,96.0,0.0,5.06,61.56,24.79,37.92,22.540000000000003,63.08,77.28,59.4,13.34,38743.71484375,38834.6171875,36832.73046875,36952.984375,19155189416
2022-02-03,50.82,66.4,59.16,84.0,43.4,27.5,23.200000000000003,30.36,32.12,44.65,21.840000000000003,24.5,55.760000000000005,59.64,42.9,85.44,0.0,6.82,71.44,20.72,40.32,13.34,56.44,67.2,60.3,13.34,36944.8046875,37154.6015625,36375.5390625,37154.6015625,18591534769
2022-02-04,52.14,64.8,14.96,62.16,44.1,27.5,21.200000000000003,0.0,28.16,41.36,17.92,23.1,49.64,60.35,26.4,62.4,0.0,5.5,70.68,22.94,43.2,22.08,47.31,42.84,41.4,5.5200000000000005,37149.265625,41527.78515625,37093.62890625,41500.875,29412210792
2022-02-05,16.72,75.65,34.65,79.67999999999999,70.0,21.07,18.86,40.81,23.92,43.0,16.470000000000002,17.48,55.89,57.67,43.89,46.44,0.0,7.700000000000001,53.720000000000006,21.12,46.98,36.58,42.64,47.04,39.36,9.87,41501.48046875,41847.1640625,41038.09765625,41441.1640625,19652846215
2022-02-06,0.0,79.21000000000001,71.61,73.92,79.0,24.99,26.65,15.37,33.120000000000005,46.5,21.06,29.64,78.57000000000001,72.68,66.22,64.5,0.0,13.02,64.60000000000001,29.04,44.28,27.9,60.68,72.0,57.6,12.39,41441.12109375,42500.78515625,41244.90625,42412.43359375,16142097334
2022-02-07,19.38,78.32000000000001,47.74,58.56,84.0,24.01,23.78,13.78,33.58,50.0,21.6,26.98,81.0,79.0,71.61,65.36,0.0,8.120000000000001,60.52,43.56,44.28,18.6,58.22,81.6,83.52,21.0,42406.78125,44401.86328125,41748.15625,43840.28515625,28641855926
2022-02-08,8.74,71.2,41.58,84.47999999999999,71.0,25.97,19.27,27.03,29.9,42.5,16.740000000000002,22.8,78.57000000000001,76.63000000000001,72.38,67.08,0.0,7.840000000000001,54.400000000000006,31.68,42.66,15.5,63.96,94.08,85.44,15.33,43854.65234375,45293.8671875,42807.8359375,44118.4453125,33079398868
2022-02-09,22.04,89.0,46.2,76.8,86.0,30.87,24.6,34.45,34.5,50.0,27.0,28.88,75.33,73.47,77.0,63.64,0.0,8.4,62.56,44.0,50.220000000000006,62.0,57.4,91.2,96.0,11.34,44096.703125,44727.80078125,43232.96875,44338.796875,23245887300
2022-02-10,23.18,75.65,77.0,41.28,65.0,23.52,20.09,27.03,27.6,49.5,25.92,21.28,65.61,65.57000000000001,52.36,70.52,0.0,7.140000000000001,51.00000000000001,22.44,46.98,26.04,63.96,88.32,67.2,12.81,44347.80078125,45661.171875,43402.80859375,43565.11328125,32142048537
2022-02-11,20.14,80.99,25.41,66.24,74.0,16.66,16.81,41.870000000000005,24.380000000000003,44.0,14.580000000000002,17.86,55.080000000000005,60.830000000000005,44.66,49.02,86.0,5.6000000000000005,57.8,14.52,54.0,42.16,41.82,73.92,39.36,6.3,43571.12890625,43810.83203125,42114.5390625,42407.9375,26954925781
2022-02-12,0.0,73.72,70.0,22.5,98.0,15.4,11.2,27.0,19.74,36.72,20.54,14.85,55.44,55.5,39.96,75.66,0.0,4.3,35.989999999999995,17.2,42.900000000000006,12.24,51.7,63.36,33.300000000000004,15.36,42412.30078125,42992.55078125,41852.57421875,42244.46875,18152390304
2022-02-13,30.24,73.72,87.0,19.5,81.34,17.6,15.36,50.25,25.62,40.29,13.0,18.48,78.96,71.25,62.16,74.69,0.0,4.0,40.12,18.0,39.6,14.96,46.06,79.2,36.0,16.08,42236.56640625,42693.0546875,41950.94140625,42197.515625,14741589015
2022-02-14,56.00000000000001,85.36,60.0,30.75,73.5,20.68,14.08,43.5,24.36,45.9,16.64,19.8,78.96,64.5,65.86,62.08,0.0,5.4,46.02,20.4,46.75000000000001,31.96,63.92,99.0,68.4,17.52,42157.3984375,42775.77734375,41681.95703125,42586.91796875,20827783012
2022-02-15,36.96,78.57,44.0,35.25,64.67999999999999,8.8,12.48,30.75,21.42,46.41,19.76,17.16,77.28,69.0,56.98,84.39,0.0,3.7,41.89,30.4,44.55,12.920000000000002,74.25999999999999,90.09,59.4,15.12,42586.46484375,44667.21875,42491.03515625,44575.203125,22721659051
2022-02-16,50.400000000000006,78.57,73.0,72.75,62.72,19.8,13.44,24.0,23.52,45.39,13.26,17.82,76.44,68.25,69.56,77.6,40.88,5.800000000000001,40.71,25.6,44.55,24.48,66.74,81.17999999999999,77.4,15.12,44578.27734375,44578.27734375,43456.69140625,43961.859375,19792547657
2022-02-17,14.560000000000002,83.42,84.0,33.75,71.53999999999999,25.52,15.68,42.0,24.36,45.9,21.84,19.47,74.75999999999999,66.75,56.24,71.78,0.0,3.8,41.89,31.6,46.75000000000001,17.68,73.32,81.17999999999999,58.5,12.0,43937.0703125,44132.97265625,40249.37109375,40538.01171875,26246662813
2022-02-18,15.12,80.50999999999999,66.0,73.5,61.74,19.8,11.52,50.25,20.58,43.35,18.46,15.18,63.84,59.25,34.78,44.62,0.0,3.6,40.12,16.8,51.150000000000006,30.6,94.0,78.21,50.4,11.04,40552.1328125,40929.15234375,39637.6171875,40030.9765625,23310007704
2022-02-19,14.1,72.24,42.24,43.88999999999999,61.49999999999999,39.68,21.6,55.2,26.32,36.48,7.28,21.6,53.46,55.3,40.8,70.47,8.55,4.03,43.66,26.22,45.9,25.62,57.4,78.32000000000001,37.38,10.8,40026.0234375,40418.87890625,39713.05859375,40122.15625,13736557863
2022-02-20,31.49,69.72,58.88,23.94,52.48,41.6,24.48,13.6,24.91,44.64,9.62,23.6,50.16,54.6,47.6,85.26,0.0,9.36,40.71,13.68,42.84,21.35,54.94,66.75,59.63,9.36,40118.1015625,40119.890625,38112.8125,38431.37890625,18340576452
2022-02-21,38.07,73.08,14.08,17.099999999999998,52.48,48.0,35.52,79.2,34.78,44.64,2.34,28.8,56.1,65.8,50.32,44.37,0.0,13.0,43.66,23.56,44.37,43.92,64.78,87.22,63.19,11.52,38423.2109375,39394.4375,36950.4765625,37075.28125,29280402798
2022-02-22,39.95,70.56,26.88,23.37,53.3,32.64,24.96,24.0,27.26,46.56,3.77,22.4,48.18,51.1,61.88,67.86,0.0,9.62,43.07,31.54,43.35,28.06,74.61999999999999,82.77,61.41,11.7,37068.76953125,38359.85546875,36488.93359375,38286.02734375,25493150450
2022-02-23,34.78,66.36,26.88,33.059999999999995,57.4,64.0,48.0,48.0,47.0,39.36,2.21,40.0,56.760000000000005,62.99999999999999,57.120000000000005,36.54,7.98,7.28,59.0,18.24,38.76,16.47,61.49999999999999,75.65,79.21000000000001,10.26,38285.28125,39122.39453125,37201.81640625,37296.5703125,21849073843
2022-02-24,20.68,64.67999999999999,48.0,16.529999999999998,54.12,45.44,33.12,42.400000000000006,33.84,38.4,3.38,26.4,42.24,46.9,40.8,46.11,0.0,7.67,38.94,23.94,40.8,20.74,60.68,77.43,70.31,11.34,37278.56640625,38968.83984375,34459.21875,38332.609375,46383802093
2022-02-25,23.03,68.88,44.16,13.68,58.22,37.12,21.6,55.2,24.44,38.88,2.21,21.200000000000003,40.92,46.2,37.400000000000006,70.47,0.0,6.24,37.17,23.18,43.35,19.52,55.76,72.09,45.39,9.36,38333.74609375,39630.32421875,38111.34375,39214.21875,26545599159
2022-02-26,27.56,73.47,77.4,32.68,56.16,40.95,16.65,77.0,22.96,38.88,2.1,23.4,34.2,41.48,40.88,57.27,0.0,4.4,35.1,17.94,51.52,23.8,50.15,71.76,55.8,8.64,39213.08203125,40005.34765625,38702.53515625,39105.1484375,17467554129
2022-02-27,24.44,64.78,36.9,41.04,53.04,51.66,22.94,0.0,27.06,39.36,2.0,27.69,38.76,43.92,66.42999999999999,49.8,0.0,5.300000000000001,39.42,19.5,44.8,25.2,56.1,80.04,74.4,9.36,39098.69921875,39778.94140625,37268.9765625,37709.78515625,23450127612
2022-02-28,33.28,70.31,72.9,39.52,63.96,63.0,37.0,51.59,41.0,48.0,2.6,39.0,42.18,42.7,68.62,80.50999999999999,0.0,3.0,52.92,24.57,44.24,61.6,61.2,90.16,78.12,13.86,37706.0,43760.45703125,37518.21484375,43193.234375,35690014104
2022-03-01,27.04,71.10000000000001,90.0,76.0,59.28,49.77,28.49,77.0,32.8,46.56,3.1,31.200000000000003,36.48,39.04,59.86,72.21,0.0,2.3000000000000003,46.98,21.06,47.040000000000006,42.0,53.55,81.88000000000001,93.0,11.88,43194.50390625,44793.6015625,42952.5859375,44354.63671875,32479047645
2022-03-02,6.76,71.89,38.7,63.84,62.400000000000006,42.21,24.79,22.33,29.52,45.12,2.8000000000000003,27.69,34.2,36.6,65.7,65.57,0.0,2.2,41.580000000000005,19.11,47.040000000000006,37.1,49.3,92.0,86.49000000000001,10.26,44357.6171875,45077.578125,43432.8515625,43924.1171875,29183112630
2022-03-03,0.0,68.73,43.2,37.24,61.620000000000005,43.47,23.68,13.86,27.47,40.32,1.8,24.96,32.489999999999995,34.16,52.56,68.06,0.0,1.7000000000000002,39.96,27.3,48.720000000000006,40.6,51.0,73.60000000000001,65.10000000000001,11.34,43925.1953125,44021.578125,41914.75,42451.7890625,24967782593
2022-03-04,18.2,75.05,43.2,61.56,66.3,35.28,19.98,41.58,26.65,42.24,2.1,25.35,31.35,35.99,44.53,65.57,0.0,2.6,37.8,12.87,56.00000000000001,70.0,55.25,70.84,48.36,9.9,42458.140625,42479.61328125,38805.84765625,39137.60546875,28516271427
2022-03-05,17.16,73.86999999999999,24.48,19.8,64.5,30.68,18.0,44.8,22.62,35.64,1.8,17.16,37.95,36.4,48.91,73.1,0.0,5.04,28.2,15.2,43.99,10.75,31.6,66.60000000000001,60.16,8.8,39148.44921875,39566.3359375,38777.03515625,39400.5859375,16975917450
2022-03-06,0.0,73.03999999999999,27.36,42.0,63.0,42.120000000000005,27.36,0.0,30.03,40.92,1.8,25.08,40.02,39.2,65.7,42.14,0.0,4.83,36.19,24.0,42.93,14.62,43.45,86.4,74.25999999999999,10.2,39404.19921875,39640.17578125,38211.6484375,38419.984375,19745229902
2022-03-07,15.08,66.39999999999999,47.52,42.6,51.75,26.52,25.56,32.64,28.08,40.92,2.2,22.77,48.3,54.6,57.67,67.94,0.0,5.04,32.43,19.200000000000003,42.93,10.32,52.93,86.4,81.78,11.2,38429.3046875,39430.2265625,37260.203125,38062.0390625,28546143503
2022-03-08,50.440000000000005,75.53,39.6,37.2,66.0,48.36,30.6,32.0,32.370000000000005,40.48,2.6,27.72,69.0,70.0,67.89,82.56,0.0,17.22,39.95,23.6,45.580000000000005,12.04,37.92,66.60000000000001,92.12,20.0,38059.90234375,39304.44140625,37957.38671875,38737.26953125,25776583476
2022-03-09,52.0,70.55,48.96,19.2,64.5,33.28,25.92,37.76,30.81,38.28,3.9,24.75,66.24,65.8,68.62,59.34,0.0,21.0,36.19,20.8,45.05,18.49,49.77,87.3,90.24,15.2,38742.81640625,42465.671875,38706.09375,41982.92578125,32284121034
2022-03-10,16.12,72.21,19.44,36.6,52.5,27.56,21.96,0.0,27.3,37.84,2.1,20.130000000000003,47.61,51.8,59.13,79.98,0.0,12.39,29.61,20.4,43.46,0.0,56.88,89.10000000000001,83.66,17.8,41974.0703125,42004.7265625,38832.94140625,39437.4609375,31078064711
2022-03-11,22.880000000000003,77.19,39.6,28.2,60.0,21.32,17.64,0.0,22.23,36.08,2.9000000000000004,16.17,44.85,46.9,51.1,79.12,0.0,9.03,26.79,24.8,45.580000000000005,0.0,48.98,59.4,52.64,12.0,39439.96875,40081.6796875,38347.43359375,38794.97265625,26364890465
2022-03-12,10.29,75.67999999999999,39.690000000000005,24.78,46.2,18.49,13.05,56.0,17.28,30.24,1.2,12.69,26.880000000000003,26.320000000000004,54.02,76.25999999999999,0.0,4.62,24.3,16.38,45.1,21.84,44.62,62.1,42.33,7.65,38794.46484375,39308.59765625,38772.53515625,38904.01171875,14616450657
2022-03-13,0.0,73.96,41.31,24.19,53.9,27.95,15.95,62.0,21.12,36.12,1.28,16.740000000000002,30.800000000000004,30.800000000000004,72.27,71.33999999999999,0.0,4.340000000000001,29.7,19.74,45.1,20.8,77.6,81.9,83.0,8.84,38884.7265625,39209.3515625,37728.14453125,37849.6640625,17300745310
2022-03-14,20.09,79.98,42.120000000000005,33.04,43.4,24.51,15.37,97.0,19.2,39.48,1.52,17.01,29.120000000000005,29.120000000000005,73.0,58.22,0.0,4.760000000000001,27.9,27.72,45.650000000000006,21.84,76.63,88.2,70.55,12.58,37846.31640625,39742.5,37680.734375,39666.75390625,24322159070
2022-03-15,29.89,80.84,45.36,35.4,49.7,28.81,16.24,62.0,21.44,38.64,1.52,18.9,30.800000000000004,30.24,62.05,74.61999999999999,0.0,6.16,34.2,22.26,49.50000000000001,18.72,59.17,87.3,51.46,9.52,39664.25,39794.62890625,38310.2109375,39338.78515625,23934000868
2022-03-16,0.0,78.26,63.99,27.73,43.4,18.49,14.21,0.0,19.84,34.86,0.88,16.470000000000002,30.800000000000004,29.120000000000005,60.59,60.68,0.0,6.300000000000001,29.7,28.98,42.900000000000006,26.52,97.0,79.2,61.42,9.35,39335.5703125,41465.453125,39022.34765625,41143.9296875,39616916192
2022-03-17,11.27,79.12,46.98,35.4,56.0,19.35,15.079999999999998,80.0,19.84,33.6,0.0,14.04,32.480000000000004,35.28,59.13,71.33999999999999,0.0,3.92,33.300000000000004,19.74,48.95,26.0,44.62,71.10000000000001,54.78,10.88,41140.84375,41287.53515625,40662.87109375,40951.37890625,22009601093
2022-03-18,14.7,79.98,34.02,24.19,70.0,25.37,13.34,79.0,19.84,33.18,3.04,13.5,30.24,29.120000000000005,48.18,36.08,0.0,4.340000000000001,34.2,18.06,52.8,16.12,70.81,68.4,32.37,6.970000000000001,40944.83984375,42195.74609375,40302.3984375,41801.15625,34421564942
2022-03-19,23.85,80.04,46.36,15.19,74.48,11.55,12.32,28.88,18.55,34.32,14.31,12.6,31.8,31.86,43.92,38.07,0.0,3.84,39.22,31.200000000000003,54.6,13.2,61.11,68.25,40.48,8.1,41794.6484375,42316.5546875,41602.66796875,42190.65234375,19664853187
2022-03-20,20.67,75.69,19.76,28.91,47.88,13.2,13.72,0.0,20.3,40.48,14.580000000000002,14.560000000000002,31.2,30.68,69.84,58.32000000000001,0.0,5.28,40.28,30.68,53.4,22.4,65.96,72.8,90.16,8.82,42191.40625,42241.1640625,41004.7578125,41247.82421875,20127946682
2022-03-21,23.32,78.3,38.0,22.05,61.56,14.19,14.000000000000002,27.36,21.7,40.92,18.36,16.520000000000003,36.0,33.629999999999995,61.92,60.75000000000001,16.2,7.04,47.17,30.16,49.2,17.2,60.14,77.35000000000001,69.0,9.54,41246.1328125,41454.41015625,40668.04296875,41077.99609375,24615543271
2022-03-22,0.0,75.69,32.68,23.52,58.52,13.2,12.6,0.0,19.95,36.96,17.01,13.72,38.4,33.04,59.76,50.220000000000006,0.0,4.64,41.870000000000005,31.72,48.0,19.200000000000003,59.17,62.79,76.36,13.14,41074.10546875,43124.70703125,40948.28125,42358.80859375,32004652376
2022-03-23,6.890000000000001,79.17,28.12,29.4,63.08,15.18,15.12,15.96,22.75,39.6,21.87,17.360000000000003,42.0,38.35,60.48,75.33,0.0,9.28,50.88,26.52,51.6,11.2,75.66,64.61,59.8,11.7,42364.37890625,42893.5078125,41877.5078125,42892.95703125,25242943069
2022-03-24,0.0,80.91,40.28,18.13,58.52,13.2,15.12,43.32,23.1,39.16,24.3,18.48,34.8,35.4,65.52,71.28,0.0,6.08,42.93,52.0,52.2,22.4,78.57,78.26,82.8,9.54,42886.65234375,44131.85546875,42726.1640625,43960.93359375,31042992291
2022-03-25,24.91,84.39,50.92,24.99,68.4,14.85,12.32,50.92,20.65,36.96,16.470000000000002,14.560000000000002,33.0,31.86,30.24,81.0,0.0,6.72,38.16,28.08,57.0,9.6,57.23,69.16,56.120000000000005,12.78,43964.546875,44999.4921875,43706.28515625,44348.73046875,30574413034
2022-03-26,22.94,81.7,60.8,40.02,75.84,23.6,13.5,48.36,22.75,36.45,27.3,18.0,41.6,40.96,50.32,65.6,0.0,6.16,42.66,35.77,53.94,17.6,49.84,71.25,53.010000000000005,10.8,44349.859375,44735.99609375,44166.2734375,44500.828125,16950455995
2022-03-27,56.24,85.14,34.2,60.03,62.41,28.0,16.740000000000002,45.24,26.95,39.6,31.08,25.2,48.75,44.8,62.16,62.31999999999999,0.0,5.460000000000001,54.0,41.65,46.98,33.550000000000004,51.62,91.2,91.14,11.52,44505.35546875,46827.546875,44437.29296875,46820.4921875,28160889722
2022-03-28,36.26,79.98,32.68,53.13,65.57000000000001,18.4,14.85,0.0,22.4,44.1,33.6,20.4,45.5,39.68,73.26,63.96,0.0,4.340000000000001,48.06,33.32,46.4,41.25,59.63,88.35,83.7,12.6,46821.8515625,48086.8359375,46690.203125,47128.00390625,36362175703
2022-03-29,68.08,78.26,39.52,44.16,75.05,18.8,14.04,0.0,22.05,37.35,42.0,18.0,48.1,44.8,68.08,52.48,0.0,4.2,46.440000000000005,28.42,47.56,35.75,64.08,93.1,83.7,12.78,47100.4375,48022.2890625,47100.4375,47465.73046875,31397059069
2022-03-30,36.26,86.0,56.24,57.27,67.15,16.0,12.15,48.36,20.65,37.8,33.18,16.8,46.8,42.24,69.56,76.25999999999999,11.97,5.74,39.96,40.67,48.72,11.55,51.62,94.05,77.19,11.52,47456.8984375,47655.1484375,46746.2109375,47062.6640625,29333883962
