date,Private Key_unscaled,Private Key_monthly,isPartial,scale,Private Key
2022-03-20,44,92.0,False,0.92,40.480000000000004
2022-03-21,98,92.0,,0.92,90.16000000000001
2022-03-22,75,92.0,,0.92,69.0
2022-03-23,83,92.0,,0.92,76.36
2022-03-24,65,92.0,,0.92,59.800000000000004
2022-03-25,90,92.0,,0.92,82.8
2022-03-26,61,92.0,,0.92,56.120000000000005
2022-03-27,57,93.0,False,0.93,53.010000000000005
2022-03-28,98,93.0,,0.93,91.14
2022-03-29,90,93.0,,0.93,83.7
2022-03-30,90,93.0,,0.93,83.7
2022-03-31,83,93.0,,0.93,77.19
2022-04-01,70,93.0,,0.93,65.10000000000001
2022-04-02,43,93.0,,0.93,39.99
2022-04-03,35,83.0,False,0.83,29.049999999999997
2022-04-04,72,83.0,,0.83,59.76
2022-04-05,79,83.0,,0.83,65.57
2022-04-06,61,83.0,,0.83,50.629999999999995
2022-04-07,82,83.0,,0.83,68.06
2022-04-08,70,83.0,,0.83,58.099999999999994
2022-04-09,46,83.0,,0.83,38.18
2022-04-10,38,84.0,False,0.84,31.919999999999998
2022-04-11,66,84.0,,0.84,55.44
2022-04-12,78,84.0,,0.84,65.52
2022-04-13,53,84.0,,0.84,44.519999999999996
2022-04-14,79,84.0,,0.84,66.36
2022-04-15,69,84.0,,0.84,57.96
2022-04-16,53,84.0,,0.84,44.519999999999996
2022-04-17,44,100.0,False,1.0,44.0
2022-04-18,93,100.0,,1.0,93.0
2022-04-19,87,100.0,,1.0,87.0
2022-04-20,100,100.0,,1.0,100.0
2022-04-21,89,100.0,,1.0,89.0
2022-04-22,87,100.0,,1.0,87.0
2022-04-23,39,100.0,,1.0,39.0
2022-04-24,42,94.0,False,0.94,39.48
2022-04-25,92,94.0,,0.94,86.47999999999999
2022-04-26,84,94.0,,0.94,78.96
2022-04-27,72,94.0,,0.94,67.67999999999999
2022-04-28,82,94.0,,0.94,77.08
2022-04-29,91,94.0,,0.94,85.53999999999999
2022-04-30,49,94.0,,0.94,46.059999999999995
2022-05-01,48,98.0,False,0.98,47.04
2022-05-02,86,98.0,,0.98,84.28
2022-05-03,100,98.0,,0.98,98.0
2022-05-04,83,98.0,,0.98,81.34
2022-05-05,95,98.0,,0.98,93.1
2022-05-06,60,98.0,,0.98,58.8
2022-05-07,35,98.0,,0.98,34.3
2022-05-08,32,93.0,False,0.93,29.76
2022-05-09,91,93.0,,0.93,84.63000000000001
2022-05-10,97,93.0,,0.93,90.21000000000001
2022-05-11,93,93.0,,0.93,86.49000000000001
2022-05-12,71,93.0,,0.93,66.03
2022-05-13,66,93.0,,0.93,61.38
2022-05-14,39,93.0,,0.93,36.27
2022-05-15,36,82.0,False,0.82,29.52
2022-05-16,79,82.0,,0.82,64.78
2022-05-17,78,82.0,,0.82,63.959999999999994
2022-05-18,76,82.0,,0.82,62.31999999999999
2022-05-19,65,82.0,,0.82,53.3
2022-05-20,76,82.0,,0.82,62.31999999999999
2022-05-21,43,82.0,,0.82,35.26
2022-05-22,37,77.0,False,0.77,28.490000000000002
2022-05-23,76,77.0,,0.77,58.52
2022-05-24,63,77.0,,0.77,48.51
2022-05-25,78,77.0,,0.77,60.06
2022-05-26,75,77.0,,0.77,57.75
2022-05-27,55,77.0,,0.77,42.35
2022-05-28,31,77.0,,0.77,23.87
2022-05-29,34,65.0,False,0.65,22.1
2022-05-30,42,65.0,,0.65,27.3
2022-05-31,51,65.0,,0.65,33.15
2022-06-01,91,65.0,,0.65,59.15
2022-06-02,79,65.0,,0.65,51.35
2022-06-03,56,65.0,,0.65,36.4
2022-06-04,29,65.0,,0.65,18.85
2022-06-05,42,77.0,False,0.77,32.34
2022-06-06,68,77.0,,0.77,52.36
2022-06-07,87,77.0,,0.77,66.99
2022-06-08,74,77.0,,0.77,56.980000000000004
2022-06-09,92,77.0,,0.77,70.84
2022-06-10,95,77.0,,0.77,73.15
2022-06-11,14,77.0,,0.77,10.780000000000001
2022-06-12,38,72.0,False,0.72,27.36
2022-06-13,65,72.0,,0.72,46.8
2022-06-14,70,72.0,,0.72,50.4
2022-06-15,92,72.0,,0.72,66.24
2022-06-16,63,72.0,,0.72,45.36
2022-06-17,82,72.0,,0.72,59.04
2022-06-18,37,72.0,,0.72,26.64
2022-06-19,51,80.0,False,0.8,40.800000000000004
2022-06-20,53,80.0,,0.8,42.400000000000006
2022-06-21,93,80.0,,0.8,74.4
2022-06-22,100,80.0,,0.8,80.0
2022-06-23,76,80.0,,0.8,60.800000000000004
2022-06-24,61,80.0,,0.8,48.800000000000004
2022-06-25,23,80.0,,0.8,18.400000000000002
2022-06-26,42,73.0,False,0.73,30.66
2022-06-27,85,73.0,,0.73,62.05
2022-06-28,84,73.0,,0.73,61.32
2022-06-29,94,73.0,,0.73,68.62
2022-06-30,60,73.0,,0.73,43.8
2022-07-01,62,73.0,,0.73,45.26
2022-07-02,22,73.0,,0.73,16.06
2022-07-03,31,67.0,False,0.67,20.77
2022-07-04,53,67.0,,0.67,35.510000000000005
2022-07-05,50,67.0,,0.67,33.5
2022-07-06,78,67.0,,0.67,52.260000000000005
2022-07-07,71,67.0,,0.67,47.57
2022-07-08,62,67.0,,0.67,41.54
2022-07-09,40,67.0,,0.67,26.8
2022-07-10,41,78.0,False,0.78,31.98
2022-07-11,84,78.0,,0.78,65.52
2022-07-12,100,78.0,,0.78,78.0
2022-07-13,72,78.0,,0.78,56.160000000000004
2022-07-14,64,78.0,,0.78,49.92
2022-07-15,76,78.0,,0.78,59.28
2022-07-16,43,78.0,,0.78,33.54
2022-07-17,30,72.0,False,0.72,21.599999999999998
2022-07-18,56,72.0,,0.72,40.32
2022-07-19,84,72.0,,0.72,60.48
2022-07-20,70,72.0,,0.72,50.4
2022-07-21,45,72.0,,0.72,32.4
2022-07-22,59,72.0,,0.72,42.48
2022-07-23,46,72.0,,0.72,33.12
2022-07-24,33,81.0,False,0.81,26.73
2022-07-25,98,81.0,,0.81,79.38000000000001
2022-07-26,86,81.0,,0.81,69.66000000000001
2022-07-27,83,81.0,,0.81,67.23
2022-07-28,69,81.0,,0.81,55.89
2022-07-29,98,81.0,,0.81,79.38000000000001
2022-07-30,41,81.0,,0.81,33.21
2022-07-31,41,74.0,False,0.74,30.34
2022-08-01,82,74.0,,0.74,60.68
2022-08-02,71,74.0,,0.74,52.54
2022-08-03,77,74.0,,0.74,56.98
2022-08-04,66,74.0,,0.74,48.839999999999996
2022-08-05,80,74.0,,0.74,59.2
2022-08-06,43,74.0,,0.74,31.82
2022-08-07,52,76.0,False,0.76,39.52
2022-08-08,68,76.0,,0.76,51.68
2022-08-09,87,76.0,,0.76,66.12
2022-08-10,79,76.0,,0.76,60.04
2022-08-11,100,76.0,,0.76,76.0
2022-08-12,57,76.0,,0.76,43.32
2022-08-13,38,76.0,,0.76,28.88
2022-08-14,42,68.0,False,0.68,28.560000000000002
2022-08-15,62,68.0,,0.68,42.160000000000004
2022-08-16,79,68.0,,0.68,53.720000000000006
2022-08-17,77,68.0,,0.68,52.36000000000001
2022-08-18,93,68.0,,0.68,63.24
2022-08-19,74,68.0,,0.68,50.32
2022-08-20,23,68.0,,0.68,15.64
2022-08-21,15,76.0,False,0.76,11.4
2022-08-22,98,76.0,,0.76,74.48
2022-08-23,94,76.0,,0.76,71.44
2022-08-24,78,76.0,,0.76,59.28
2022-08-25,91,76.0,,0.76,69.16
2022-08-26,85,76.0,,0.76,64.6
2022-08-27,37,76.0,,0.76,28.12
2022-08-28,36,66.0,False,0.66,23.76
2022-08-29,67,66.0,,0.66,44.22
2022-08-30,97,66.0,,0.66,64.02
2022-08-31,65,66.0,,0.66,42.9
2022-09-01,80,66.0,,0.66,52.800000000000004
2022-09-02,65,66.0,,0.66,42.9
2022-09-03,31,66.0,,0.66,20.46
2022-09-04,46,75.0,False,0.75,34.5
2022-09-05,34,75.0,,0.75,25.5
2022-09-06,61,75.0,,0.75,45.75
2022-09-07,100,75.0,,0.75,75.0
2022-09-08,71,75.0,,0.75,53.25
2022-09-09,59,75.0,,0.75,44.25
2022-09-10,39,75.0,,0.75,29.25
2022-09-11,35,78.0,False,0.78,27.3
2022-09-12,85,78.0,,0.78,66.3
2022-09-13,65,78.0,,0.78,50.7
2022-09-14,67,78.0,,0.78,52.260000000000005
2022-09-15,67,78.0,,0.78,52.260000000000005
2022-09-16,82,78.0,,0.78,63.96
2022-09-17,39,78.0,,0.78,30.42
2022-09-18,41,81.0,False,0.81,33.21
2022-09-19,75,81.0,,0.81,60.75000000000001
2022-09-20,74,81.0,,0.81,59.940000000000005
2022-09-21,86,81.0,,0.81,69.66000000000001
2022-09-22,72,81.0,,0.81,58.32000000000001
2022-09-23,81,81.0,,0.81,65.61
2022-09-24,29,81.0,,0.81,23.490000000000002
2022-09-25,30,73.0,False,0.73,21.9
2022-09-26,72,73.0,,0.73,52.56
2022-09-27,97,73.0,,0.73,70.81
2022-09-28,63,73.0,,0.73,45.99
2022-09-29,67,73.0,,0.73,48.91
2022-09-30,63,73.0,,0.73,45.99
2022-10-01,35,73.0,,0.73,25.55
2022-10-02,29,74.0,False,0.74,21.46
2022-10-03,80,74.0,,0.74,59.2
2022-10-04,67,74.0,,0.74,49.58
2022-10-05,77,74.0,,0.74,56.98
2022-10-06,68,74.0,,0.74,50.32
2022-10-07,61,74.0,,0.74,45.14
2022-10-08,32,74.0,,0.74,23.68
2022-10-09,35,72.0,False,0.72,25.2
2022-10-10,88,72.0,,0.72,63.36
2022-10-11,89,72.0,,0.72,64.08
2022-10-12,63,72.0,,0.72,45.36
2022-10-13,73,72.0,,0.72,52.559999999999995
2022-10-14,41,72.0,,0.72,29.52
2022-10-15,25,72.0,,0.72,18.0
2022-10-16,21,80.0,False,0.8,16.8
2022-10-17,73,80.0,,0.8,58.400000000000006
2022-10-18,81,80.0,,0.8,64.8
2022-10-19,100,80.0,,0.8,80.0
2022-10-20,93,80.0,,0.8,74.4
2022-10-21,68,80.0,,0.8,54.400000000000006
2022-10-22,30,80.0,,0.8,24.0
2022-10-23,38,77.0,False,0.77,29.26
2022-10-24,91,77.0,,0.77,70.07000000000001
2022-10-25,67,77.0,,0.77,51.59
2022-10-26,56,77.0,,0.77,43.120000000000005
2022-10-27,63,77.0,,0.77,48.51
2022-10-28,60,77.0,,0.77,46.2
2022-10-29,39,77.0,,0.77,30.03
2022-10-30,33,78.0,False,0.78,25.740000000000002
2022-10-31,61,78.0,,0.78,47.58
2022-11-01,67,78.0,,0.78,52.260000000000005
2022-11-02,100,78.0,,0.78,78.0
2022-11-03,86,78.0,,0.78,67.08
2022-11-04,74,78.0,,0.78,57.72
2022-11-05,35,78.0,,0.78,27.3
2022-11-06,33,77.0,False,0.77,25.41
2022-11-07,75,77.0,,0.77,57.75
2022-11-08,66,77.0,,0.77,50.82
2022-11-09,67,77.0,,0.77,51.59
2022-11-10,79,77.0,,0.77,60.83
2022-11-11,77,77.0,,0.77,59.29
2022-11-12,39,77.0,,0.77,30.03
2022-11-13,35,78.0,False,0.78,27.3
2022-11-14,83,78.0,,0.78,64.74000000000001
2022-11-15,83,78.0,,0.78,64.74000000000001
2022-11-16,69,78.0,,0.78,53.82
2022-11-17,82,78.0,,0.78,63.96
2022-11-18,64,78.0,,0.78,49.92
2022-11-19,73,78.0,,0.78,56.940000000000005
2022-11-20,29,55.0,False,0.55,15.950000000000001
2022-11-21,72,55.0,,0.55,39.6
2022-11-22,79,55.0,,0.55,43.45
2022-11-23,43,55.0,,0.55,23.650000000000002
2022-11-24,42,55.0,,0.55,23.1
2022-11-25,31,55.0,,0.55,17.05
2022-11-26,22,55.0,,0.55,12.100000000000001
2022-11-27,37,78.0,False,0.78,28.86
2022-11-28,68,78.0,,0.78,53.04
2022-11-29,69,78.0,,0.78,53.82
2022-11-30,75,78.0,,0.78,58.5
2022-12-01,86,78.0,,0.78,67.08
2022-12-02,51,78.0,,0.78,39.78
2022-12-03,43,78.0,,0.78,33.54
2022-12-04,30,88.0,False,0.88,26.4
2022-12-05,88,88.0,,0.88,77.44
2022-12-06,88,88.0,,0.88,77.44
2022-12-07,100,88.0,,0.88,88.0
2022-12-08,80,88.0,,0.88,70.4
2022-12-09,86,88.0,,0.88,75.68
2022-12-10,27,88.0,,0.88,23.76
2022-12-11,26,80.0,False,0.8,20.8
2022-12-12,69,80.0,,0.8,55.2
2022-12-13,88,80.0,,0.8,70.4
2022-12-14,71,80.0,,0.8,56.800000000000004
2022-12-15,80,80.0,,0.8,64.0
2022-12-16,56,80.0,,0.8,44.800000000000004
2022-12-17,29,80.0,,0.8,23.200000000000003
2022-12-18,29,66.0,False,0.66,19.14
2022-12-19,60,66.0,,0.66,39.6
2022-12-20,78,66.0,,0.66,51.480000000000004
2022-12-21,59,66.0,,0.66,38.940000000000005
2022-12-22,60,66.0,,0.66,39.6
2022-12-23,53,66.0,,0.66,34.980000000000004
2022-12-24,46,66.0,,0.66,30.360000000000003
2022-12-25,0,46.0,False,0.46,0.0
2022-12-26,12,46.0,,0.46,5.5200000000000005
2022-12-27,48,46.0,,0.46,22.080000000000002
2022-12-28,55,46.0,,0.46,25.3
2022-12-29,53,46.0,,0.46,24.380000000000003
2022-12-30,47,46.0,,0.46,21.62
2022-12-31,26,46.0,,0.46,11.96
2023-01-01,32,71.0,False,0.71,22.72
2023-01-02,47,71.0,,0.71,33.37
2023-01-03,39,71.0,,0.71,27.689999999999998
2023-01-04,85,71.0,,0.71,60.349999999999994
2023-01-05,86,71.0,,0.71,61.059999999999995
2023-01-06,83,71.0,,0.71,58.93
2023-01-07,42,71.0,,0.71,29.82
2023-01-08,39,75.0,False,0.75,29.25
2023-01-09,85,75.0,,0.75,63.75
2023-01-10,64,75.0,,0.75,48.0
2023-01-11,88,75.0,,0.75,66.0
2023-01-12,65,75.0,,0.75,48.75
2023-01-13,65,75.0,,0.75,48.75
2023-01-14,38,75.0,,0.75,28.5
2023-01-15,38,72.0,False,0.72,27.36
2023-01-16,54,72.0,,0.72,38.879999999999995
2023-01-17,60,72.0,,0.72,43.199999999999996
2023-01-18,100,72.0,,0.72,72.0
2023-01-19,84,72.0,,0.72,60.48
2023-01-20,86,72.0,,0.72,61.919999999999995
2023-01-21,28,72.0,,0.72,20.16
2023-01-22,50,88.0,False,0.88,44.0
2023-01-23,70,88.0,,0.88,61.6
2023-01-24,77,88.0,,0.88,67.76
2023-01-25,91,88.0,,0.88,80.08
2023-01-26,91,88.0,,0.88,80.08
2023-01-27,80,88.0,,0.88,70.4
2023-01-28,49,88.0,,0.88,43.12
2023-01-29,42,84.0,False,0.84,35.28
2023-01-30,63,84.0,,0.84,52.919999999999995
2023-01-31,84,84.0,,0.84,70.56
2023-02-01,92,84.0,,0.84,77.28
2023-02-02,80,84.0,,0.84,67.2
2023-02-03,96,84.0,,0.84,80.64
2023-02-04,48,84.0,,0.84,40.32
2023-02-05,69,86.0,False,0.86,59.339999999999996
2023-02-06,80,86.0,,0.86,68.8
2023-02-07,100,86.0,,0.86,86.0
2023-02-08,85,86.0,,0.86,73.1
2023-02-09,84,86.0,,0.86,72.24
2023-02-10,81,86.0,,0.86,69.66
2023-02-11,35,86.0,,0.86,30.099999999999998
2023-02-12,50,82.0,False,0.82,41.0
2023-02-13,75,82.0,,0.82,61.49999999999999
2023-02-14,78,82.0,,0.82,63.959999999999994
2023-02-15,81,82.0,,0.82,66.42
2023-02-16,94,82.0,,0.82,77.08
2023-02-17,77,82.0,,0.82,63.13999999999999
2023-02-18,45,82.0,,0.82,36.9
2023-02-19,52,79.0,False,0.79,41.08
2023-02-20,64,79.0,,0.79,50.56
2023-02-21,97,79.0,,0.79,76.63000000000001
2023-02-22,72,79.0,,0.79,56.88
2023-02-23,100,79.0,,0.79,79.0
2023-02-24,77,79.0,,0.79,60.830000000000005
2023-02-25,48,79.0,,0.79,37.92
2023-02-26,36,78.0,False,0.78,28.080000000000002
2023-02-27,87,78.0,,0.78,67.86
2023-02-28,79,78.0,,0.78,61.620000000000005
2023-03-01,76,78.0,,0.78,59.28
2023-03-02,73,78.0,,0.78,56.940000000000005
2023-03-03,60,78.0,,0.78,46.800000000000004
2023-03-04,56,78.0,,0.78,43.68
2023-03-05,28,83.0,False,0.83,23.24
2023-03-06,92,83.0,,0.83,76.36
2023-03-07,72,83.0,,0.83,59.76
2023-03-08,86,83.0,,0.83,71.38
2023-03-09,88,83.0,,0.83,73.03999999999999
2023-03-10,58,83.0,,0.83,48.14
2023-03-11,33,83.0,,0.83,27.389999999999997
2023-03-12,53,84.0,False,0.84,44.519999999999996
2023-03-13,62,84.0,,0.84,52.08
2023-03-14,77,84.0,,0.84,64.67999999999999
2023-03-15,78,84.0,,0.84,65.52
2023-03-16,100,84.0,,0.84,84.0
2023-03-17,54,84.0,,0.84,45.36
2023-03-18,31,84.0,,0.84,26.04
2023-03-19,36,84.0,False,0.84,30.24
2023-03-20,77,84.0,,0.84,64.67999999999999
2023-03-21,80,84.0,,0.84,67.2
2023-03-22,86,84.0,,0.84,72.24
2023-03-23,74,84.0,,0.84,62.16
2023-03-24,84,84.0,,0.84,70.56
2023-03-25,51,84.0,,0.84,42.839999999999996
2023-03-26,51,83.0,False,0.83,42.33
2023-03-27,73,83.0,,0.83,60.589999999999996
2023-03-28,56,83.0,,0.83,46.48
2023-03-29,74,83.0,,0.83,61.419999999999995
2023-03-30,78,83.0,,0.83,64.74
2023-03-31,65,83.0,,0.83,53.949999999999996
2023-04-01,44,83.0,,0.83,36.519999999999996
2023-04-02,49,82.0,False,0.82,40.18
2023-04-03,69,82.0,,0.82,56.58
2023-04-04,65,82.0,,0.82,53.3
2023-04-05,85,82.0,,0.82,69.7
2023-04-06,56,82.0,,0.82,45.919999999999995
2023-04-07,78,82.0,,0.82,63.959999999999994
2023-04-08,31,82.0,,0.82,25.419999999999998
2023-04-09,25,81.0,False,0.81,20.25
2023-04-10,84,81.0,,0.81,68.04
2023-04-11,78,81.0,,0.81,63.18000000000001
2023-04-12,95,81.0,,0.81,76.95
2023-04-13,90,81.0,,0.81,72.9
2023-04-14,63,81.0,,0.81,51.03
2023-04-15,37,81.0,,0.81,29.970000000000002
2023-04-16,44,81.0,False,0.81,35.64
2023-04-17,74,81.0,,0.81,59.940000000000005
2023-04-18,69,81.0,,0.81,55.89
2023-04-19,83,81.0,,0.81,67.23
2023-04-20,56,81.0,,0.81,45.36
2023-04-21,58,81.0,,0.81,46.980000000000004
2023-04-22,53,81.0,,0.81,42.93
2023-04-23,46,90.0,False,0.9,41.4
2023-04-24,82,90.0,,0.9,73.8
2023-04-25,75,90.0,,0.9,67.5
2023-04-26,100,90.0,,0.9,90.0
2023-04-27,76,90.0,,0.9,68.4
2023-04-28,76,90.0,,0.9,68.4
2023-04-29,16,90.0,,0.9,14.4
2023-04-30,32,79.0,False,0.79,25.28
2023-05-01,74,79.0,,0.79,58.46
2023-05-02,75,79.0,,0.79,59.25
2023-05-03,85,79.0,,0.79,67.15
2023-05-04,100,79.0,,0.79,79.0
2023-05-05,73,79.0,,0.79,57.67
2023-05-06,22,79.0,,0.79,17.380000000000003
2023-05-07,36,81.0,False,0.81,29.160000000000004
2023-05-08,87,81.0,,0.81,70.47
2023-05-09,88,81.0,,0.81,71.28
2023-05-10,88,81.0,,0.81,71.28
2023-05-11,66,81.0,,0.81,53.46
2023-05-12,63,81.0,,0.81,51.03
2023-05-13,28,81.0,,0.81,22.68
2023-05-14,41,78.0,False,0.78,31.98
2023-05-15,80,78.0,,0.78,62.400000000000006
2023-05-16,73,78.0,,0.78,56.940000000000005
2023-05-17,61,78.0,,0.78,47.58
2023-05-18,98,78.0,,0.78,76.44
2023-05-19,72,78.0,,0.78,56.160000000000004
2023-05-20,63,78.0,,0.78,49.14
2023-05-21,37,75.0,False,0.75,27.75
2023-05-22,69,75.0,,0.75,51.75
2023-05-23,87,75.0,,0.75,65.25
2023-05-24,85,75.0,,0.75,63.75
2023-05-25,73,75.0,,0.75,54.75
2023-05-26,69,75.0,,0.75,51.75
2023-05-27,35,75.0,,0.75,26.25
2023-05-28,37,70.0,False,0.7,25.9
2023-05-29,55,70.0,,0.7,38.5
2023-05-30,66,70.0,,0.7,46.199999999999996
2023-05-31,81,70.0,,0.7,56.699999999999996
2023-06-01,86,70.0,,0.7,60.199999999999996
2023-06-02,49,70.0,,0.7,34.3
2023-06-03,33,70.0,,0.7,23.099999999999998
2023-06-04,39,72.0,False,0.72,28.08
2023-06-05,81,72.0,,0.72,58.32
2023-06-06,67,72.0,,0.72,48.239999999999995
2023-06-07,84,72.0,,0.72,60.48
2023-06-08,79,72.0,,0.72,56.879999999999995
2023-06-09,71,72.0,,0.72,51.12
2023-06-10,35,72.0,,0.72,25.2
2023-06-11,56,78.0,False,0.78,43.68
2023-06-12,65,78.0,,0.78,50.7
2023-06-13,96,78.0,,0.78,74.88
2023-06-14,100,78.0,,0.78,78.0
2023-06-15,76,78.0,,0.78,59.28
2023-06-16,70,78.0,,0.78,54.6
2023-06-17,29,78.0,,0.78,22.62
2023-06-18,39,65.0,False,0.65,25.35
2023-06-19,62,65.0,,0.65,40.300000000000004
2023-06-20,63,65.0,,0.65,40.95
2023-06-21,60,65.0,,0.65,39.0
2023-06-22,88,65.0,,0.65,57.2
2023-06-23,69,65.0,,0.65,44.85
2023-06-24,39,65.0,,0.65,25.35
2023-06-25,45,72.0,False,0.72,32.4
2023-06-26,94,72.0,,0.72,67.67999999999999
2023-06-27,78,72.0,,0.72,56.16
2023-06-28,69,72.0,,0.72,49.68
2023-06-29,76,72.0,,0.72,54.72
2023-06-30,61,72.0,,0.72,43.92
2023-07-01,32,72.0,,0.72,23.04
2023-07-02,31,59.0,False,0.59,18.29
2023-07-03,58,59.0,,0.59,34.22
2023-07-04,20,59.0,,0.59,11.799999999999999
2023-07-05,72,59.0,,0.59,42.48
2023-07-06,74,59.0,,0.59,43.66
2023-07-07,67,59.0,,0.59,39.53
2023-07-08,48,59.0,,0.59,28.32
2023-07-09,55,84.0,False,0.84,46.199999999999996
2023-07-10,100,84.0,,0.84,84.0
2023-07-11,83,84.0,,0.84,69.72
2023-07-12,81,84.0,,0.84,68.03999999999999
2023-07-13,99,84.0,,0.84,83.16
2023-07-14,96,84.0,,0.84,80.64
2023-07-15,23,84.0,,0.84,19.32
2023-07-16,32,74.0,False,0.74,23.68
2023-07-17,81,74.0,,0.74,59.94
2023-07-18,81,74.0,,0.74,59.94
2023-07-19,89,74.0,,0.74,65.86
2023-07-20,99,74.0,,0.74,73.26
2023-07-21,74,74.0,,0.74,54.76
2023-07-22,41,74.0,,0.74,30.34
2023-07-23,30,72.0,False,0.72,21.599999999999998
2023-07-24,74,72.0,,0.72,53.28
2023-07-25,99,72.0,,0.72,71.28
2023-07-26,91,72.0,,0.72,65.52
2023-07-27,53,72.0,,0.72,38.16
2023-07-28,69,72.0,,0.72,49.68
2023-07-29,29,72.0,,0.72,20.88
2023-07-30,25,71.0,False,0.71,17.75
2023-07-31,67,71.0,,0.71,47.57
2023-08-01,90,71.0,,0.71,63.9
2023-08-02,84,71.0,,0.71,59.64
2023-08-03,80,71.0,,0.71,56.8
2023-08-04,72,71.0,,0.71,51.12
2023-08-05,39,71.0,,0.71,27.689999999999998
2023-08-06,22,64.0,False,0.64,14.08
2023-08-07,62,64.0,,0.64,39.68
2023-08-08,68,64.0,,0.64,43.52
2023-08-09,84,64.0,,0.64,53.76
2023-08-10,73,64.0,,0.64,46.72
2023-08-11,63,64.0,,0.64,40.32
2023-08-12,28,64.0,,0.64,17.92
2023-08-13,19,68.0,False,0.68,12.920000000000002
2023-08-14,71,68.0,,0.68,48.28
2023-08-15,65,68.0,,0.68,44.2
2023-08-16,86,68.0,,0.68,58.480000000000004
2023-08-17,69,68.0,,0.68,46.92
2023-08-18,53,68.0,,0.68,36.04
2023-08-19,33,68.0,,0.68,22.44
2023-08-20,26,74.0,False,0.74,19.24
2023-08-21,84,74.0,,0.74,62.16
2023-08-22,75,74.0,,0.74,55.5
2023-08-23,100,74.0,,0.74,74.0
2023-08-24,85,74.0,,0.74,62.9
2023-08-25,66,74.0,,0.74,48.839999999999996
2023-08-26,37,74.0,,0.74,27.38
