time,Bitcoin,Bitcoin Crash,Blockchain,Crisis,Cryptocurrency,Nicehash,Hashing,GPU,GeForce,mining,Tesla,Price
2022-05-01 00:00:00,0,32,47,67,86,36,22,66,63,64,68,37808.359375
2022-05-01 01:00:00,0,65,34,54,86,18,40,43,63,62,78,37992.09375
2022-05-01 02:00:00,40,34,25,70,87,0,32,60,70,63,64,38044.78125
2022-05-01 03:00:00,81,35,61,51,84,19,24,68,46,68,60,38050.20703125
2022-05-01 04:00:00,0,0,37,74,83,20,44,65,44,63,60,38064.76171875
2022-05-01 05:00:00,84,0,60,47,85,20,64,74,52,66,51,38147.27734375
2022-05-01 06:00:00,39,34,49,44,86,25,28,47,94,51,53,38122.29296875
2022-05-01 07:00:00,37,32,72,50,94,30,43,60,66,56,49,38011.296875
2022-05-01 08:00:00,0,61,66,43,81,11,66,67,63,52,50,38064.5
2022-05-01 09:00:00,0,0,46,40,84,22,37,83,87,69,50,38075.58203125
2022-05-01 10:00:00,0,57,29,42,79,21,50,50,76,49,52,38080.26953125
2022-05-01 11:00:00,0,0,46,35,67,0,39,51,57,49,46,38049.52734375
2022-05-01 12:00:00,57,0,43,32,71,27,40,43,77,46,49,38013.46875
2022-05-01 13:00:00,26,0,55,46,77,37,45,50,40,53,54,38023.359375
2022-05-01 14:00:00,0,0,64,40,75,24,35,64,60,56,57,38034.92578125
2022-05-01 15:00:00,24,21,46,50,71,4,26,51,54,60,56,38481.32421875
2022-05-01 16:00:00,24,0,52,49,80,16,63,72,79,54,61,38627.859375
2022-05-01 17:00:00,25,0,61,44,74,36,38,68,70,59,62,38572.859375
2022-05-01 18:00:00,78,22,71,54,89,17,30,58,70,51,63,38402.93359375
2022-05-01 19:00:00,55,0,61,61,93,22,48,48,83,51,73,37996.51953125
2022-05-01 20:00:00,0,51,53,56,100,10,59,69,37,58,77,38122.5703125
2022-05-01 21:00:00,0,0,44,67,90,10,42,72,68,60,64,38340.984375
2022-05-01 22:00:00,35,0,56,66,78,17,37,47,59,61,70,38521.1953125
2022-05-01 23:00:00,0,0,49,71,69,42,26,67,58,54,73,38579.60546875
2022-05-02 00:00:00,37,32,46,68,67,6,47,53,62,82,66,38746.9375
2022-05-02 01:00:00,0,63,49,81,73,29,43,62,84,68,85,38726.51953125
2022-05-02 02:00:00,0,0,55,92,75,12,40,75,64,77,73,38605.37109375
2022-05-02 03:00:00,0,34,57,82,73,19,84,88,50,79,69,38691.84765625
2022-05-02 04:00:00,40,0,53,60,77,13,61,70,46,80,60,38974.21484375
2022-05-02 05:00:00,0,0,59,64,81,25,68,97,49,71,55,38995.98828125
2022-05-02 06:00:00,0,0,57,56,83,29,83,85,45,67,45,39074.97265625
2022-05-02 07:00:00,100,0,74,43,82,5,54,77,42,63,53,39006.06640625
2022-05-02 08:00:00,0,27,67,29,66,0,48,59,56,47,54,38954.66015625
2022-05-02 09:00:00,30,0,55,45,76,10,66,50,59,57,59,39007.453125
2022-05-02 10:00:00,58,0,74,43,72,19,44,62,63,51,55,38845.0078125
2022-05-02 11:00:00,0,0,44,33,71,25,70,64,49,61,63,38747.45703125
2022-05-02 12:00:00,0,21,64,47,72,27,73,40,50,65,68,38669.39453125
2022-05-02 13:00:00,0,19,74,68,72,25,49,67,82,70,78,38970.30078125
2022-05-02 14:00:00,0,0,45,51,72,14,59,65,84,76,89,39041.82421875
2022-05-02 15:00:00,22,0,63,76,79,28,60,66,74,65,83,38857.94140625
2022-05-02 16:00:00,22,0,67,70,77,28,46,71,63,65,86,38801.0625
2022-05-02 17:00:00,0,19,74,81,78,14,47,62,54,65,86,38588.69140625
2022-05-02 18:00:00,0,20,43,76,79,4,52,60,63,64,92,38452.5546875
2022-05-02 19:00:00,0,21,63,82,88,20,60,83,56,62,91,38551.00390625
2022-05-02 20:00:00,0,0,59,65,84,13,34,63,58,66,97,38561.234375
2022-05-02 21:00:00,31,0,68,75,100,20,40,73,71,69,93,38680.421875
2022-05-02 22:00:00,33,29,65,89,89,21,98,46,73,70,86,38785.625
2022-05-02 23:00:00,0,0,54,78,82,23,75,67,48,67,82,38700.06640625
2022-05-03 00:00:00,0,0,58,86,63,28,52,52,50,74,72,38554.05859375
2022-05-03 01:00:00,0,0,70,76,81,28,44,95,39,82,71,38504.23828125
2022-05-03 02:00:00,74,32,69,100,82,6,43,81,58,76,64,38570.828125
2022-05-03 03:00:00,77,0,38,72,74,19,72,70,48,70,72,38574.42578125
2022-05-03 04:00:00,40,34,53,77,65,6,97,87,45,74,55,38539.828125
2022-05-03 05:00:00,0,0,47,45,82,18,26,59,35,59,61,38533.53515625
2022-05-03 06:00:00,0,30,49,52,70,28,93,50,47,62,58,38550.49609375
2022-05-03 07:00:00,0,0,59,44,79,11,81,83,55,65,56,38550.875
2022-05-03 08:00:00,0,0,83,37,77,10,65,68,75,59,54,38629.99609375
2022-05-03 09:00:00,0,0,61,37,87,24,59,71,56,54,53,38555.33203125
2022-05-03 10:00:00,28,0,63,41,75,18,36,60,50,65,55,38476.1171875
2022-05-03 11:00:00,0,0,53,56,67,28,47,53,71,60,60,38552.51171875
2022-05-03 12:00:00,0,0,54,60,76,19,47,71,71,56,62,38567.01171875
2022-05-03 13:00:00,22,0,89,65,68,28,56,66,71,72,79,38467.9921875
2022-05-03 14:00:00,0,0,63,81,76,20,42,62,66,71,84,38437.09765625
2022-05-03 15:00:00,20,17,59,77,73,20,57,75,63,62,84,38389.5390625
2022-05-03 16:00:00,0,0,61,65,72,28,53,70,49,59,82,38375.68359375
2022-05-03 17:00:00,20,0,76,74,73,35,68,58,100,69,85,38278.87890625
2022-05-03 18:00:00,0,17,67,70,73,13,50,64,87,72,83,38112.546875
2022-05-03 19:00:00,42,18,72,70,84,7,39,61,57,62,80,37761.859375
2022-05-03 20:00:00,23,19,46,69,84,26,88,68,76,72,91,37727.875
2022-05-03 21:00:00,26,22,56,78,87,29,58,84,68,76,85,37942.6171875
2022-05-03 22:00:00,0,76,37,82,78,24,48,74,89,76,86,37870.453125
2022-05-03 23:00:00,0,54,67,91,75,10,41,83,66,73,76,37776.63671875
2022-05-04 00:00:00,0,0,45,79,67,27,56,73,71,74,62,37900.08203125
2022-05-04 01:00:00,0,0,63,90,71,38,48,70,74,72,69,37953.30078125
2022-05-04 02:00:00,0,30,50,87,76,34,62,99,85,100,65,38014.00390625
2022-05-04 03:00:00,0,0,50,75,76,36,53,75,63,80,65,38073.265625
2022-05-04 04:00:00,38,0,54,42,73,37,80,64,71,63,58,38059.09765625
2022-05-04 05:00:00,0,0,80,54,64,0,59,68,49,61,59,38102.0625
2022-05-04 06:00:00,0,0,71,38,66,16,62,77,35,58,54,38377.34765625
2022-05-04 07:00:00,0,0,71,43,77,5,32,62,61,63,50,38647.67578125
2022-05-04 08:00:00,0,0,65,47,59,15,82,59,89,67,46,38958.25390625
2022-05-04 09:00:00,29,0,75,55,74,19,91,87,51,58,51,39006.0390625
2022-05-04 10:00:00,0,0,67,45,70,4,47,68,54,61,50,39021.5859375
2022-05-04 11:00:00,0,0,78,47,72,12,51,58,66,60,59,39025.80859375
2022-05-04 12:00:00,0,0,58,64,68,11,63,57,64,63,56,39095.109375
2022-05-04 13:00:00,0,0,91,64,59,20,57,62,82,65,69,39041.9609375
2022-05-04 14:00:00,21,19,66,57,67,23,76,56,81,71,82,38849.44140625
2022-05-04 15:00:00,0,0,82,70,70,20,72,61,58,81,72,38985.8515625
2022-05-04 16:00:00,0,0,60,66,68,28,73,63,59,79,79,39287.79296875
2022-05-04 17:00:00,22,0,52,72,69,29,63,55,85,69,76,39212.02734375
2022-05-04 18:00:00,46,21,66,71,86,15,40,76,68,56,81,39619.921875
2022-05-04 19:00:00,23,0,74,79,90,11,60,53,49,57,82,39902.94921875
2022-05-04 20:00:00,0,0,45,74,75,28,32,70,72,52,94,39882.9296875
2022-05-04 21:00:00,0,26,53,61,83,18,62,59,61,53,83,39862.58203125
2022-05-04 22:00:00,0,0,42,82,84,37,39,87,59,66,83,39770.90234375
2022-05-04 23:00:00,35,0,64,81,80,17,25,71,48,80,83,39713.5390625
2022-05-05 00:00:00,0,0,47,70,78,6,28,63,65,74,68,39730.4453125
2022-05-05 01:00:00,35,0,66,74,76,0,65,96,51,73,65,39680.8203125
2022-05-05 02:00:00,0,33,61,74,75,23,63,58,34,80,66,39759.48828125
2022-05-05 03:00:00,0,34,100,74,72,12,69,100,58,81,66,39765.42578125
2022-05-05 04:00:00,0,0,83,60,78,24,78,77,55,76,54,39756.69921875
2022-05-05 05:00:00,35,0,73,52,73,23,54,73,34,83,54,39789.28125
2022-05-05 06:00:00,0,0,76,44,73,10,53,75,54,55,49,39693.1171875
2022-05-05 07:00:00,31,0,63,41,80,10,100,71,45,72,46,39620.875
2022-05-05 08:00:00,0,0,69,41,61,14,79,69,50,69,49,39611.94140625
2022-05-05 09:00:00,29,26,54,41,81,0,81,80,52,48,48,39545.08984375
2022-05-05 10:00:00,0,0,56,45,73,35,60,63,66,55,47,39593.12890625
2022-05-05 11:00:00,0,22,72,57,79,16,71,53,66,72,59,39568.046875
2022-05-05 12:00:00,0,0,60,55,77,17,83,70,57,75,59,39552.21484375
2022-05-05 13:00:00,0,0,74,64,68,35,57,66,54,70,73,39519.66796875
2022-05-05 14:00:00,19,0,67,62,67,25,79,64,49,68,91,39098.4375
2022-05-05 15:00:00,0,17,97,70,83,9,47,66,62,64,90,38203.41015625
2022-05-05 16:00:00,0,71,73,65,88,25,52,77,72,75,88,37233.734375
2022-05-05 17:00:00,20,36,69,70,86,10,88,72,85,73,82,37161.6875
2022-05-05 18:00:00,0,19,44,63,92,30,43,45,89,62,90,36876.671875
2022-05-05 19:00:00,22,100,57,73,99,10,43,77,71,64,100,36427.50390625
2022-05-05 20:00:00,94,22,72,74,91,19,58,57,96,75,98,36430.07421875
2022-05-05 21:00:00,53,0,52,82,84,25,40,85,81,82,98,36592.2109375
2022-05-05 22:00:00,0,56,60,79,87,20,71,84,70,75,83,36485.57421875
2022-05-05 23:00:00,33,90,65,82,79,32,61,72,76,71,83,36574.79296875
2022-05-06 00:00:00,32,29,43,90,74,20,56,58,44,76,71,36624.359375
2022-05-06 01:00:00,0,0,60,87,74,10,75,90,64,95,75,36416.62890625
2022-05-06 02:00:00,34,31,69,81,65,16,63,86,85,90,65,36540.15625
2022-05-06 03:00:00,0,0,70,72,82,12,78,70,55,73,71,36476.109375
2022-05-06 04:00:00,0,35,65,74,80,24,53,81,60,65,58,36461.609375
2022-05-06 05:00:00,0,32,89,39,71,28,50,82,56,69,59,36495.6640625
2022-05-06 06:00:00,33,60,70,48,71,16,95,73,48,69,50,36533.8359375
2022-05-06 07:00:00,0,57,87,50,79,25,76,55,59,68,54,36446.97265625
2022-05-06 08:00:00,0,0,99,39,72,15,89,74,58,58,51,36401.6484375
2022-05-06 09:00:00,0,0,82,47,81,28,70,45,51,59,53,36391.88671875
2022-05-06 10:00:00,0,0,82,39,75,22,77,68,70,62,53,36409.37890625
2022-05-06 11:00:00,50,23,65,58,67,8,65,55,45,52,61,36030.6796875
2022-05-06 12:00:00,47,43,61,48,74,26,60,73,74,68,67,36264.046875
2022-05-06 13:00:00,42,19,72,58,73,17,57,65,71,65,79,36008.0625
2022-05-06 14:00:00,0,39,72,59,63,24,45,44,67,69,91,36112.72265625
2022-05-06 15:00:00,0,0,72,78,72,10,56,60,53,67,83,36357.75
2022-05-06 16:00:00,23,21,63,63,72,22,56,64,84,60,76,36212.84375
2022-05-06 17:00:00,0,0,73,67,78,11,51,64,83,63,85,36216.953125
2022-05-06 18:00:00,0,23,64,66,85,16,61,59,57,54,83,36055.57421875
2022-05-06 19:00:00,0,0,45,75,76,17,53,70,81,55,90,36133.93359375
2022-05-06 20:00:00,29,0,60,68,90,19,64,58,94,63,94,36101.62890625
2022-05-06 21:00:00,32,30,93,56,76,26,53,51,68,52,95,36094.84375
2022-05-06 22:00:00,36,0,51,68,69,11,50,63,49,61,93,36048.5859375
2022-05-06 23:00:00,0,0,61,53,76,0,49,62,64,62,72,36114.47265625
2022-05-07 00:00:00,38,0,31,63,75,0,22,69,40,63,84,36056.36328125
2022-05-07 01:00:00,0,0,75,78,67,12,36,48,52,63,67,36048.79296875
2022-05-07 02:00:00,0,0,52,50,71,25,31,72,57,84,58,36027.12109375
2022-05-07 03:00:00,0,36,50,61,72,38,37,47,37,56,64,35968.3984375
2022-05-07 04:00:00,0,0,36,69,66,6,28,63,68,57,60,35868.5390625
2022-05-07 05:00:00,0,0,81,69,78,19,46,86,74,79,55,35894.296875
2022-05-07 06:00:00,37,0,79,39,75,12,38,62,46,68,48,35915.48828125
2022-05-07 07:00:00,35,0,67,43,82,11,58,85,60,63,46,35945.77734375
2022-05-07 08:00:00,35,32,47,34,70,17,44,89,62,58,47,36041.7109375
2022-05-07 09:00:00,0,0,47,37,66,21,23,72,76,56,42,36040.59375
2022-05-07 10:00:00,0,0,77,41,67,40,26,55,80,65,44,36096.94921875
2022-05-07 11:00:00,0,0,50,43,64,19,48,46,62,54,44,36129.92578125
2022-05-07 12:00:00,0,0,46,27,64,35,35,76,77,60,47,36057.1484375
2022-05-07 13:00:00,25,0,59,33,67,49,36,59,75,53,44,36040.40625
2022-05-07 14:00:00,25,0,58,40,56,39,35,77,44,59,53,35986.69140625
2022-05-07 15:00:00,0,22,45,40,65,89,39,71,76,59,58,36040.3828125
2022-05-07 16:00:00,0,0,35,45,68,100,34,56,53,53,55,35989.97265625
2022-05-07 17:00:00,24,0,48,45,64,54,45,64,71,49,59,35971.6796875
2022-05-07 18:00:00,0,0,54,61,58,71,30,68,68,54,63,35993.046875
2022-05-07 19:00:00,0,0,28,56,55,63,49,57,62,53,65,35941.18359375
2022-05-07 20:00:00,0,0,40,56,68,76,56,39,87,50,64,35885.66796875
2022-05-07 21:00:00,0,61,42,46,75,74,27,81,77,44,72,35811.64453125
2022-05-07 22:00:00,0,34,30,55,80,47,21,78,62,42,67,35280.32421875
2022-05-07 23:00:00,0,0,90,48,70,56,36,65,85,46,75,35631.07421875
2022-05-08 00:00:00,0,0,49,50,66,43,50,58,57,49,63,35502.94140625
2022-05-08 01:00:00,0,0,55,56,20,100,26,54,55,73,60,35239.375
2022-05-08 02:00:00,0,10,48,56,22,96,35,80,34,73,56,34918.796875
2022-05-08 03:00:00,0,5,41,39,22,57,18,65,100,69,54,34613.7578125
2022-05-08 04:00:00,0,10,34,52,21,77,28,77,67,62,52,34663.2421875
2022-05-08 05:00:00,0,5,22,27,22,70,32,64,40,60,42,34475.62890625
2022-05-08 06:00:00,36,5,36,29,24,28,30,49,33,61,46,34863.54296875
2022-05-08 07:00:00,34,4,27,30,22,42,36,70,71,72,43,34873.6328125
2022-05-08 08:00:00,33,9,65,42,23,35,47,54,65,54,40,34701.3203125
2022-05-08 09:00:00,32,0,39,30,21,29,30,52,93,49,41,34699.921875
2022-05-08 10:00:00,0,0,40,36,23,33,55,60,79,48,41,34777.4453125
2022-05-08 11:00:00,0,0,39,27,16,35,61,52,60,69,42,34834.5
2022-05-08 12:00:00,0,3,38,39,19,52,50,42,55,67,43,34818.76171875
2022-05-08 13:00:00,24,0,42,32,20,49,32,52,48,65,50,34661.25
2022-05-08 14:00:00,0,0,38,48,18,44,25,62,66,64,45,34552.015625
2022-05-08 15:00:00,23,3,33,51,19,17,46,61,74,67,48,34585.78125
2022-05-08 16:00:00,23,0,40,43,20,42,22,76,72,59,51,34527.36328125
2022-05-08 17:00:00,23,12,33,50,23,46,33,62,78,57,55,34412.33203125
2022-05-08 18:00:00,0,3,46,57,22,34,38,53,68,58,58,34572.89453125
2022-05-08 19:00:00,26,7,28,44,22,28,28,68,66,63,62,34672.2734375
2022-05-08 20:00:00,56,4,24,57,23,52,33,51,65,58,63,34600.48046875
2022-05-08 21:00:00,0,4,43,64,22,57,30,39,83,63,58,34461.84765625
2022-05-08 22:00:00,0,5,28,48,23,16,33,57,45,67,62,34461.640625
2022-05-08 23:00:00,37,0,43,70,20,11,13,58,60,57,66,34295.76953125
2022-05-09 00:00:00,73,9,24,60,18,22,30,68,88,74,69,34191.234375
2022-05-09 01:00:00,0,0,55,68,20,32,33,60,48,91,60,34222.07421875
2022-05-09 02:00:00,0,5,41,73,25,33,47,76,66,92,56,34087.44921875
2022-05-09 03:00:00,37,24,45,61,25,45,61,77,59,100,55,33771.390625
2022-05-09 04:00:00,0,5,60,71,23,33,82,79,29,91,54,33797.05859375
2022-05-09 05:00:00,34,0,42,49,25,26,93,78,59,81,43,33716.31640625
2022-05-09 06:00:00,0,20,68,55,26,32,51,89,70,51,38,33568.24609375
2022-05-09 07:00:00,0,8,69,42,25,44,76,88,60,75,40,33710.484375
2022-05-09 08:00:00,28,11,64,43,24,34,89,90,55,82,45,33630.28515625
2022-05-09 09:00:00,0,4,51,50,21,29,80,52,69,65,50,33709.921875
2022-05-09 10:00:00,26,14,58,34,27,28,43,100,42,71,52,33518.58203125
2022-05-09 11:00:00,0,27,49,63,28,18,28,61,40,75,54,33103.40625
2022-05-09 12:00:00,0,11,53,56,29,16,67,48,73,72,61,33114.06640625
2022-05-09 13:00:00,0,3,59,76,27,30,40,41,60,69,70,33312.8046875
2022-05-09 14:00:00,0,8,52,74,24,15,59,50,62,77,81,33062.78515625
2022-05-09 15:00:00,60,21,42,65,28,18,47,54,65,73,81,32656.9140625
2022-05-09 16:00:00,0,13,44,76,31,34,60,49,56,75,79,32529.70703125
2022-05-09 17:00:00,21,25,40,81,38,39,62,43,83,62,80,31841.767578125
2022-05-09 18:00:00,66,20,53,66,42,37,26,62,49,63,83,31453.02734375
2022-05-09 19:00:00,0,24,51,77,47,21,54,56,78,69,96,30924.197265625
2022-05-09 20:00:00,25,36,46,62,41,23,66,64,64,74,96,31781.4609375
2022-05-09 21:00:00,0,31,47,92,42,31,49,64,82,70,98,31456.41015625
2022-05-09 22:00:00,66,13,36,70,38,41,20,78,92,60,83,31274.435546875
2022-05-09 23:00:00,0,32,58,94,37,32,50,52,61,84,78,31205.888671875
2022-05-10 00:00:00,0,22,30,79,46,26,32,68,79,82,77,30729.65234375
2022-05-10 01:00:00,100,13,43,91,36,25,67,70,27,88,69,31278.740234375
2022-05-10 02:00:00,34,9,63,83,35,26,32,77,58,88,64,31342.458984375
2022-05-10 03:00:00,0,23,43,79,34,43,62,82,77,86,69,31119.958984375
2022-05-10 04:00:00,0,9,63,65,38,37,91,65,20,73,59,31236.1796875
2022-05-10 05:00:00,65,4,50,51,30,35,58,59,60,90,55,31914.58984375
2022-05-10 06:00:00,30,12,61,70,33,23,75,71,70,70,50,32596.30859375
2022-05-10 07:00:00,0,11,76,43,28,8,49,81,83,72,47,32208.775390625
2022-05-10 08:00:00,0,4,68,42,27,21,79,62,64,72,53,31929.216796875
2022-05-10 09:00:00,26,14,40,48,25,16,100,49,46,65,49,31886.744140625
2022-05-10 10:00:00,0,0,63,53,26,23,52,56,30,69,55,31531.689453125
2022-05-10 11:00:00,0,15,57,44,27,28,55,59,59,74,54,31755.986328125
2022-05-10 12:00:00,0,8,48,59,26,22,53,45,66,62,62,32186.146484375
2022-05-10 13:00:00,37,2,57,69,24,20,68,79,64,82,65,32242.150390625
2022-05-10 14:00:00,0,5,69,59,25,16,67,54,70,73,82,32050.646484375
2022-05-10 15:00:00,54,12,57,86,26,30,79,78,75,77,83,31453.908203125
2022-05-10 16:00:00,18,5,63,82,26,36,35,77,78,72,82,31390.7265625
2022-05-10 17:00:00,0,7,56,81,26,28,42,68,60,68,75,31760.080078125
2022-05-10 18:00:00,39,0,56,89,24,18,42,63,77,70,76,31747.68359375
2022-05-10 19:00:00,40,11,65,76,27,22,36,71,54,68,85,31651.44140625
2022-05-10 20:00:00,44,12,43,100,27,40,58,66,64,72,90,31392.576171875
2022-05-10 21:00:00,0,20,73,90,35,32,49,81,78,78,85,31113.79296875
2022-05-10 22:00:00,0,15,53,94,33,13,49,86,54,79,83,30848.734375
2022-05-10 23:00:00,0,4,34,86,26,48,41,64,54,74,76,31177.826171875
2022-05-11 00:00:00,0,8,67,93,25,9,40,77,68,81,70,31304.05078125
2022-05-11 01:00:00,63,0,41,76,23,24,48,55,25,77,67,31094.96484375
2022-05-11 02:00:00,0,0,37,80,26,26,48,57,63,87,65,31438.876953125
2022-05-11 03:00:00,35,5,72,83,26,26,45,67,16,86,63,31579.220703125
2022-05-11 04:00:00,35,5,53,63,31,16,54,76,48,96,45,31348.888671875
2022-05-11 05:00:00,0,4,45,66,32,10,39,65,38,80,45,31732.447265625
2022-05-11 06:00:00,30,8,65,61,35,18,68,84,31,76,49,31471.517578125
2022-05-11 07:00:00,28,4,88,57,45,34,87,70,46,69,41,30705.921875
2022-05-11 08:00:00,0,4,81,47,38,25,52,85,79,81,44,31167.39453125
2022-05-11 09:00:00,27,10,61,42,41,32,88,64,46,67,43,31657.888671875
2022-05-11 10:00:00,0,10,49,56,37,12,60,53,38,62,52,32013.40234375
2022-05-11 11:00:00,0,0,67,56,43,18,66,60,48,71,55,31868.296875
2022-05-11 12:00:00,21,8,56,56,48,16,73,64,63,73,56,31692.171875
2022-05-11 13:00:00,20,45,52,68,68,33,74,64,66,71,74,31311.060546875
2022-05-11 14:00:00,60,18,58,65,47,17,65,65,59,77,79,31724.62109375
2022-05-11 15:00:00,0,11,57,79,49,28,65,67,85,69,72,31708.662109375
2022-05-11 16:00:00,41,14,68,77,48,10,42,52,52,78,74,31068.64453125
2022-05-11 17:00:00,22,17,48,83,55,15,49,63,60,71,86,30336.630859375
2022-05-11 18:00:00,0,30,58,79,52,11,69,50,93,69,82,30154.96875
2022-05-11 19:00:00,0,34,58,84,70,20,42,54,86,54,96,29956.939453125
2022-05-11 20:00:00,0,51,59,72,73,13,55,57,77,70,100,29480.75390625
2022-05-11 21:00:00,29,42,43,83,83,10,43,59,50,74,100,29068.12109375
2022-05-11 22:00:00,67,27,62,73,70,17,23,64,50,68,94,29141.181640625
2022-05-11 23:00:00,34,27,61,98,61,12,43,63,55,87,82,28963.2421875
2022-05-12 00:00:00,33,13,33,67,49,17,45,88,54,81,67,30032.439453125
2022-05-12 01:00:00,33,13,53,90,49,22,59,59,41,85,65,29927.671875
2022-05-12 02:00:00,34,27,74,89,57,17,65,66,46,73,69,29314.30078125
2022-05-12 03:00:00,0,14,37,87,66,29,63,73,76,95,63,28881.958984375
2022-05-12 04:00:00,0,64,72,80,85,0,59,72,44,78,60,28433.470703125
2022-05-12 05:00:00,0,61,68,56,100,33,97,57,76,84,54,27693.544921875
2022-05-12 06:00:00,30,100,65,57,90,20,58,100,84,71,52,27470.744140625
2022-05-12 07:00:00,29,53,82,59,87,5,58,96,69,65,46,28216.359375
2022-05-12 08:00:00,0,36,100,54,62,14,78,83,82,84,52,27984.880859375
2022-05-12 09:00:00,0,21,86,41,75,18,64,69,96,73,54,28130.42578125
2022-05-12 10:00:00,0,40,67,48,72,13,63,71,70,66,54,28517.423828125
2022-05-12 11:00:00,0,24,57,52,68,23,46,82,76,59,56,28955.552734375
2022-05-12 12:00:00,21,28,61,52,70,7,53,64,59,70,67,28488.34375
2022-05-12 13:00:00,20,24,79,65,68,24,66,52,62,75,90,28595.55078125
2022-05-12 14:00:00,60,32,50,80,68,30,79,69,90,79,89,29400.7421875
2022-05-12 15:00:00,21,16,53,63,65,28,61,71,67,62,88,29649.58203125
2022-05-12 16:00:00,64,42,77,75,63,25,67,75,58,76,85,29761.673828125
2022-05-12 17:00:00,22,23,87,77,61,11,53,81,89,73,82,29680.96875
2022-05-12 18:00:00,23,48,78,73,57,12,59,64,92,66,85,28707.81640625
2022-05-12 19:00:00,24,50,55,78,64,8,53,60,54,59,92,28710.650390625
2022-05-12 20:00:00,74,29,61,71,66,25,64,73,90,61,94,28800.52734375
2022-05-12 21:00:00,29,27,54,77,68,24,46,71,87,67,85,28613.802734375
2022-05-12 22:00:00,33,26,37,82,71,33,30,86,87,81,85,28645.552734375
2022-05-12 23:00:00,0,27,61,83,63,12,66,65,51,55,84,29181.05859375
2022-05-13 00:00:00,33,18,38,91,65,0,56,77,76,93,70,29428.41015625
2022-05-13 01:00:00,33,17,58,82,69,17,74,72,68,82,67,29602.939453125
2022-05-13 02:00:00,34,36,53,86,67,11,61,81,66,83,67,30023.140625
2022-05-13 03:00:00,0,41,57,82,71,6,39,53,64,96,72,30628.19140625
2022-05-13 04:00:00,0,28,65,59,70,6,75,77,85,69,53,30595.001953125
2022-05-13 05:00:00,0,22,57,60,70,17,60,75,57,77,52,30921.2734375
2022-05-13 06:00:00,0,24,87,60,65,10,52,73,77,76,40,30598.265625
2022-05-13 07:00:00,29,23,71,47,60,29,90,79,66,84,39,30396.634765625
2022-05-13 08:00:00,57,15,80,48,55,47,76,62,78,66,46,30371.984375
2022-05-13 09:00:00,0,11,82,49,56,14,55,66,59,55,52,30665.77734375
2022-05-13 10:00:00,52,7,74,45,58,13,58,65,80,63,65,30473.81640625
2022-05-13 11:00:00,0,16,41,53,50,16,54,76,91,63,69,30626.30078125
2022-05-13 12:00:00,22,23,69,61,54,15,50,77,71,64,72,30744.67578125
2022-05-13 13:00:00,21,19,80,71,48,7,51,66,59,54,79,30746.068359375
2022-05-13 14:00:00,0,16,68,73,48,10,39,65,56,83,91,30924.802734375
2022-05-13 15:00:00,42,17,50,71,49,25,45,59,67,55,85,30756.1015625
2022-05-13 16:00:00,0,6,65,58,50,11,69,72,70,76,85,30464.466796875
2022-05-13 17:00:00,69,6,60,63,49,12,29,67,92,62,82,30175.650390625
2022-05-13 18:00:00,48,13,55,74,49,28,30,50,83,59,84,30085.6328125
2022-05-13 19:00:00,26,17,46,62,47,9,55,54,65,56,91,30100.427734375
2022-05-13 20:00:00,29,19,65,56,55,29,58,44,72,49,95,30055.470703125
2022-05-13 21:00:00,0,25,50,71,50,43,40,78,92,62,83,30031.259765625
2022-05-13 22:00:00,0,23,48,70,52,12,52,67,73,53,87,30085.546875
2022-05-13 23:00:00,0,10,47,73,50,25,50,72,63,62,87,29825.5625
2022-05-14 00:00:00,37,19,58,54,45,25,29,54,51,55,68,29516.82421875
2022-05-14 01:00:00,37,29,44,56,43,18,62,69,75,67,78,29732.322265625
2022-05-14 02:00:00,0,5,36,60,45,18,45,56,59,74,57,29689.88671875
2022-05-14 03:00:00,37,5,48,42,46,19,51,68,77,64,59,29603.3671875
2022-05-14 04:00:00,0,5,52,65,46,13,22,97,67,80,48,29551.185546875
2022-05-14 05:00:00,0,5,45,46,46,13,51,48,69,70,51,29467.087890625
2022-05-14 06:00:00,35,14,60,47,49,24,59,51,64,59,46,29547.5234375
2022-05-14 07:00:00,0,13,49,46,46,33,34,67,38,65,45,29522.8203125
2022-05-14 08:00:00,0,26,49,35,46,17,49,73,84,64,44,29525.873046875
2022-05-14 09:00:00,0,13,47,38,49,16,54,58,66,66,40,29538.154296875
2022-05-14 10:00:00,0,8,68,35,51,10,47,40,62,61,40,29448.9609375
2022-05-14 11:00:00,0,4,68,47,49,28,28,56,77,51,40,29316.130859375
2022-05-14 12:00:00,0,10,49,41,48,13,66,53,85,48,44,29160.294921875
2022-05-14 13:00:00,25,13,51,45,43,21,50,57,76,63,42,29093.451171875
2022-05-14 14:00:00,24,16,59,50,48,8,51,71,57,54,49,28903.38671875
2022-05-14 15:00:00,45,9,51,40,42,19,23,53,83,50,45,29006.921875
2022-05-14 16:00:00,0,19,52,56,42,8,32,45,54,51,51,29473.998046875
2022-05-14 17:00:00,0,0,49,51,39,20,41,66,66,44,58,29507.26171875
2022-05-14 18:00:00,25,13,36,56,38,30,40,51,75,47,53,29820.47265625
2022-05-14 19:00:00,27,11,40,58,42,13,39,62,61,54,60,29554.73828125
2022-05-14 20:00:00,29,0,45,51,43,24,46,60,73,53,63,29539.37890625
